Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Sound Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
crumploid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare02_Remake_2_0,2_0,14088,ucYoB3AWT4gEj2iZQ
crumploid,,Red,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare02_Remake_3_0,3_0,14088,NamEj8SET5d4PjAJE
crumploid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare02_Remake_4_0,4_0,14088,dXXhoyCQgq3wMLApR
crumploid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Black,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Snare,Not for sale,2.0.0,Yes,FtrHaniwaSnare02_Remake_5_0,5_0,14088,6S9RxwtPqaByY8g7b
dootoid,,Gray,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_0_0,0_0,14077,x5WMC9bCWExRtzLMK
dootoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_1_0,1_0,14077,DAodQEs2cMXLxrbgP
dootoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_2_0,2_0,14077,qJ4mDCDp5tvFuuv3L
dootoid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_3_0,3_0,14077,SDosepCRXEnuL3moe
dootoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Blue,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_4_0,4_0,14077,YsHeBQo7KB9kcqJTq
dootoid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_5_0,5_0,14077,jRKoogv4aPaDyXnFR
dootoid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet03_Remake_6_0,6_0,14077,oJ4Xgtsje6QB5KQTy
drummoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Blue,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet02_Remake_0_0,0_0,14076,3FxTEEABz9pzypv6e
drummoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Orange,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet02_Remake_1_0,1_0,14076,8ZZXNwQnAS6bh6hF7
drummoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet02_Remake_2_0,2_0,14076,LmLwAqrn2gmyy94CG
drummoid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet02_Remake_3_0,3_0,14076,wL8H5i45pvaN4ez43
drummoid,,Gray,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet02_Remake_4_0,4_0,14076,PtxT2A6XiDPi7sDrr
flutteroid,,Orange,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Orange,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat03_Remake_0_0,0_0,14095,PnANnG3CmoM7bbYo5
flutteroid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,White,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat03_Remake_1_0,1_0,14095,pYQn6jhuzQWLM4xaS
flutteroid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat03_Remake_2_0,2_0,14095,KofmhMtLMLxjzg9s9
flutteroid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat03_Remake_3_0,3_0,14095,NJe72u8Funhrzi2pX
flutteroid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Hi-hat,Not for sale,2.0.0,Yes,FtrHaniwaHiHat03_Remake_4_0,4_0,14095,KbTCmZxTdRTzx4WrD
jingloid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash02_Remake_0_0,0_0,14100,SHBN9jqjR6Yu5kw7X
jingloid,,Gold,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash02_Remake_1_0,1_0,14100,QH2JzvyktqnyTRGAk
jingloid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash02_Remake_2_0,2_0,14100,uoeXQ6YpWKZguELii
jingloid,,Silver,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash02_Remake_3_0,3_0,14100,NLaYePxeua5ewfTKM
jingloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Colorful,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Crash,Not for sale,2.0.0,Yes,FtrHaniwaCrash02_Remake_4_0,4_0,14100,Y82RxftBpcAwTFFGB
